heterozygous essentials b isolates			release 1										
Synced to SGD on Sat Jul  8 00:51:41 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	record no.	strain	rg notes	db notes	
408	B	12	YOL094C	RFC4	replication factor C subunit 4	Subunit of heteropentameric Replication factor C (RF-C); which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon; relocalizes to the cytosol in response to hypoxia	DNA repair, DNA replication, cellular response to DNA damage stimulus, chromosome segregation	hydrolase activity, DNA binding, ATPase activity	nucleus, chromosome, cytoplasm	26244	chr00_6	-	-	
408	C	1	YOL097C	WRS1	tryptophan--tRNA ligase WRS1|HRE342	Cytoplasmic tryptophanyl-tRNA synthetase; aminoacylates tryptophanyl-tRNA; human homolog WARS can complement yeast null mutant	tRNA aminoacylation for protein translation, cellular amino acid metabolic process	ligase activity	cytoplasm	26247	chr00_6	-	-	
408	C	2	YOL102C	TPT1	tRNA 2'-phosphotransferase	tRNA 2'-phosphotransferase that catalyzes final step in tRNA splicing: the transfer of the 2'-PO(4) from the splice junction to NAD(+) to form ADP-ribose 1''-2''cyclic phosphate and nicotinamide	RNA splicing, tRNA processing	transferase activity	nucleus, cytoplasm	26252	chr00_6	-	-	
408	C	3	YOL120C	RPL18A	eL18|ribosomal 60S subunit protein L18A|L18e|rp28A|L18A|RP28A	Ribosomal 60S subunit protein L18A; intron of RPL18A pre-mRNA forms stem-loop structures that are a target for Rnt1p cleavage leading to degradation; homologous to mammalian ribosomal protein L18, no bacterial homolog; RPL18A has a paralog, RPL18B, that arose from the whole genome duplication	cytoplasmic translation	structural molecule activity, structural constituent of ribosome	ribosome, cytoplasm	26270	chr00_6	-	-	
408	C	4	YOL123W	HRP1	NAB5|NAB4	Subunit of cleavage factor I; cleavage factor I is a five-subunit complex required for the cleavage and polyadenylation of pre-mRNA 3' ends; RRM-containing heteronuclear RNA binding protein and hnRNPA/B family member that binds to poly (A) signal sequences; required for genome stability	mRNA processing	RNA binding, mRNA binding	nucleus, cytoplasm	26273	chr00_6	-	-	
408	C	5	YJL087C	TRL1	tRNA ligase|RLG1|LIG1	tRNA ligase; required for tRNA splicing and for both splicing and translation of HAC1 mRNA in the UPR; has phosphodiesterase, polynucleotide kinase, and ligase activities; localized at the inner nuclear envelope and partially to polysomes	response to chemical, RNA splicing, regulation of translation, tRNA processing, mRNA processing, signaling	kinase activity, transferase activity, ligase activity, hydrolase activity	nucleus, endomembrane system, membrane	21336	chr10_2	-	-	
408	C	6	YOL133W	HRT1	SCF ubiquitin ligase complex subunit HRT1|HRT2|ROC1|RBX1	RING-H2 domain core subunit of multiple ubiquitin ligase complexes; subunit of Skp1-Cullin-F-box (SCF) that tethers the Cdc34p (E2) and Cdc53p (cullin) SCF subunits, and is required for degradation of Gic2p, Far1p, Sic1p and Cln2p; subunit of the Rtt101p-Mms1p-Mms22p ubiquitin ligase that stabilizes replication forks after DNA lesions; subunit of the Cul3p-Elc1p-Ela1p ubiquitin ligase involved in Rpb1p degradation as part of transcription-coupled repair	mitotic cell cycle, protein modification by small protein conjugation or removal, proteolysis involved in cellular protein catabolic process	protein binding, bridging, transferase activity	nucleus, cytoplasm	26283	chr00_6	-	-	
408	C	7	YOL134C	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps HRT1, a verified gene that encodes an SCF ubiquitin ligase subunit	biological_process	molecular_function	cellular_component	26284	chr00_6	-	-	
408	C	8	YOL135C	MED7	mediator complex subunit MED7	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation	transcription from RNA polymerase II promoter	molecular_function	nucleus	26285	chr00_6	-	-	
408	C	9	YEL034W	HYP2	translation elongation factor eIF-5A|eIF-5A|eIF5A|TIF51A	Translation elongation factor eIF-5A; required for translation of proteins containing polyproline stretches, including Bni1p, and this leads to a requirement for mating projection formation; structural homolog of bacterial EF-P; undergoes an essential hypusination modification; HYP2 has a paralog, ANB1, that arose from the whole genome duplication; human EIF5A complements the inviability of the yeast hyp2 anb1 double null mutant	cytoplasmic translation, translational initiation, regulation of translation, translational elongation	RNA binding, translation factor activity, RNA binding	ribosome, mitochondrion, cytoplasm	26389	chr00_8	-	-	
408	C	10	YER093C	TSC11	TORC2 complex subunit TSC11|AVO3	Subunit of TORC2 (Tor2p-Lst8p-Avo1-Avo2-Tsc11p-Bit61p); TORC2 is a membrane-associated complex that regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; involved in sphingolipid metabolism; contains a RasGEFN domain	lipid metabolic process, cytoskeleton organization, cell wall organization or biogenesis, signaling	other	cytoplasm	26398	chr00_8	-	-	
408	C	11	YER094C	PUP3	proteasome core particle subunit beta 3|SCS32	Beta 3 subunit of the 20S proteasome; involved in ubiquitin-dependent catabolism; human homolog is subunit C10	proteolysis involved in cellular protein catabolic process	enzyme regulator activity	nucleus, membrane, endomembrane system, endoplasmic reticulum, cytoplasm	26400	chr00_8	-	-	
408	C	12	YHR170W	NMD3	ribosome-binding protein NMD3|SRC5	Protein involved in nuclear export of the large ribosomal subunit; acts as a Crm1p-dependent adapter protein for export of nascent ribosomal subunits through the nuclear pore complex	ribosomal subunit export from nucleus, nuclear transport	other	ribosome, cytoplasm	26418	chr00_8	-	-	
408	D	1	YLR033W	RSC58	-	Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation, chromosome stability, and establishing sister chromatid cohesion; involved in telomere maintenance	chromatin organization, transcription from RNA polymerase II promoter, DNA-templated transcription, elongation	ATPase activity, hydrolase activity	nucleus	26431	chr00_8	-	-	
408	D	2	YMR314W	PRE5	proteasome core particle subunit alpha 6	Alpha 6 subunit of the 20S proteasome; protein abundance increases in response to DNA replication stress	proteolysis involved in cellular protein catabolic process	molecular_function	nucleus, membrane, endomembrane system, cytoplasm	26454	chr00_8	-	-	
408	D	3	YNL244C	SUI1	translation initiation factor eIF1|RFR1|MOF2	Translation initiation factor eIF1; component of a complex involved in recognition of the initiator codon; modulates translation accuracy at the initiation phase	translational initiation	RNA binding, translation factor activity, RNA binding	cytoplasm	26463	chr00_8	-	-	
408	D	4	YNL256W	FOL1	trifunctional dihydropteroate synthetase/dihydrohydroxymethylpterin pyrophosphokinase/dihydroneopterin aldolase FOL1	Multifunctional enzyme of the folic acid biosynthesis pathway; has dihydropteroate synthetase, dihydro-6-hydroxymethylpterin pyrophosphokinase, and dihydroneopterin aldolase activities	cofactor metabolic process	lyase activity, transferase activity	mitochondrial envelope, mitochondrion, cytoplasm	26466	chr00_8	-	-	
408	D	5	YNL260C	LTO1	ribosome biosynthesis protein LTO1	Essential protein that forms a complex with Rli1p and Yae1p; ortholog of human ORAOV1, which is overexpressed in solid tumors; inviability of null mutant under standard conditions is complemented by overexpression of ORAOV1; essential for growth under standard (aerobic) conditions but not under anaerobic conditions; may have a role in protection of ribosomal assembly and function from damage due to reactive oxygen species	translational initiation, ribosomal large subunit biogenesis	molecular_function	nucleus, cytoplasm	26467	chr00_8	-	-	
408	D	6	YNL287W	SEC21	coatomer subunit gamma	Gamma subunit of coatomer; coatomer is a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo	Golgi vesicle transport	molecular_function	membrane, cytoplasmic vesicle, endomembrane system, cytoplasm, Golgi apparatus	26469	chr00_8	-	-	
408	D	7	YOL078W	AVO1	-	Component of a membrane-bound complex containing the Tor2p kinase; contains Tor2p kinase and other proteins; may have a role in regulation of cell growth	cytoskeleton organization, cell wall organization or biogenesis, signaling	lipid binding, enzyme binding, ion binding	membrane, cytoplasm, plasma membrane	26474	chr00_8	-	-	
408	D	8	YPL131W	RPL5	uL18|ribosomal 60S subunit protein L5|L18|YL3|L5|L1a|RPL1|LPI14	Ribosomal 60S subunit protein L5; nascent Rpl5p is bound by specific chaperone Syo1p during translation; homologous to mammalian ribosomal protein L5 and bacterial L18; binds 5S rRNA and is required for 60S subunit assembly	cytoplasmic translation, organelle assembly, ribosomal large subunit biogenesis, ribosome assembly	RNA binding, structural constituent of ribosome, rRNA binding, structural molecule activity	ribosome, cytoplasm	26478	chr00_8	-	-	
408	D	9	YML091C	RPM2	ribonuclease P	Protein subunit of mitochondrial RNase P; has roles in nuclear transcription, cytoplasmic and mitochondrial RNA processing, and mitochondrial translation; distributed to mitochondria, cytoplasmic processing bodies, and the nucleus	cytoplasmic translation, mitochondrion organization, tRNA processing, mRNA processing, transcription from RNA polymerase II promoter	hydrolase activity, nuclease activity	nucleus, mitochondrion, cytoplasm	26488	chr00_9	-	-	
408	D	10	YML092C	PRE8	proteasome core particle subunit alpha 2	Alpha 2 subunit of the 20S proteasome	proteolysis involved in cellular protein catabolic process	molecular_function	nucleus, membrane, endomembrane system, cytoplasm	26489	chr00_9		(-met) did not mate	
408	D	11	YML093W	UTP14	-	Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit	rRNA processing, ribosomal small subunit biogenesis	molecular_function	nucleus, nucleolus	26490	chr00_9	-	-	
408	D	12	YML098W	TAF13	TafII19|TAF19|FUN81	TFIID subunit (19 kDa); involved in RNA polymerase II transcription initiation, similar to histone H4 with atypical histone fold motif of Spt3-like transcription factors	DNA-templated transcription, initiation, transcription from RNA polymerase II promoter	nucleic acid binding transcription factor activity	nucleus	26496	chr00_9	-	-	
408	E	1	YML105C	SEC65	RNA-binding signal recognition particle subunit SEC65	Subunit of the signal recognition particle (SRP); involved in protein targeting to the ER; interacts with Srp54p; homolog of mammalian SRP19	protein targeting, transmembrane transport, protein complex biogenesis	RNA binding	cytoplasm	26505	chr00_9	-	-	
408	E	2	YML114C	TAF8	TafII65|TAF65	TFIID subunit (65 kDa); involved in RNA polymerase II transcription initiation	DNA-templated transcription, initiation, transcription from RNA polymerase II promoter	nucleic acid binding transcription factor activity	nucleus	26514	chr00_9	-	-	
408	E	3	YML125C	PGA3	cytochrome-b5 reductase|NQR1	Putative cytochrome b5 reductase, localized to the plasma membrane; may be involved in regulation of lifespan; required for maturation of Gas1p and Pho8p, proposed to be involved in protein trafficking; PGA3 has a paralog, AIM33, that arose from the whole genome duplication	other	oxidoreductase activity	membrane, endomembrane system, endoplasmic reticulum, plasma membrane, cytoplasm	26526	chr00_9	-	-	
408	E	4	YML126C	ERG13	hydroxymethylglutaryl-CoA synthase|HMGS	3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase; catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA; involved in the second step in mevalonate biosynthesis	lipid metabolic process	transferase activity	nucleus	26527	chr00_9	-	-	
408	E	5	YML127W	RSC9	-	Component of the RSC chromatin remodeling complex; DNA-binding protein involved in the synthesis of rRNA and in transcriptional repression and activation of genes regulated by the Target of Rapamycin (TOR) pathway	response to chemical, chromatin organization, response to oxidative stress, transcription from RNA polymerase II promoter, DNA-templated transcription, elongation	hydrolase activity, ATPase activity	nucleus	26528	chr00_9	-	-	
408	E	6	YML130C	ERO1	ER oxidoreductin	Thiol oxidase required for oxidative protein folding in the ER; essential for maintaining ER redox balance; feedback regulated via reduction and oxidation of regulatory bonds; reduced Pdi1p activates Ero1p by direct reduction of Ero1p regulatory bonds; depletion of thiol substrates and accumulation of oxidized Pdi1p results in inactivation of Ero1p by both Pdi1p-mediated oxidation and autonomous oxidation of Ero1p regulatory bonds; ero1-1 mutation complemented by human ERO1L	protein folding	isomerase activity, oxidoreductase activity	endomembrane system, endoplasmic reticulum, cytoplasm	26531	chr00_9	-	-	
408	E	7	YMR094W	CTF13	CBF3C	Subunit of the CBF3 complex; CBF3 binds to the CDE III element of centromeres, bending the DNA upon binding, and may be involved in sister chromatid cohesion during mitosis	cytoskeleton organization, organelle assembly, protein complex biogenesis	DNA binding	nucleus, chromosome	26534	chr00_9	-	-	
