mat a
all strains contain gfp tagged protein with his3 marker													
Synced to SGD on Sat Jul  8 00:51:42 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	abundance	original localization	comments	typical to this lib	
16	D	8	YOR106W	VAM3	SNAP receptor VAM3|PTH1	Syntaxin-like vacuolar t-SNARE; functions with Vam7p in vacuolar protein trafficking; mediates docking/fusion of late transport intermediates with the vacuole; has an acidic di-leucine sorting signal and C-terminal transmembrane region	vacuole organization, organelle fusion, vesicle organization, membrane fusion	other	vacuole, membrane, cytoplasm	-	-	-	-	
16	D	9	YKL120W	OAC1	-	Mitochondrial inner membrane transporter; transports oxaloacetate, sulfate, thiosulfate, and isopropylmalate; member of the mitochondrial carrier family	ion transport	transmembrane transporter activity	membrane, mitochondrial envelope, mitochondrion, cytoplasm	5350	mitochondrion	-	-	
16	D	10	YLR393W	ATP10	-	Assembly factor for the F0 sector of mitochondrial F1F0 ATP synthase; mitochondrial inner membrane protein; interacts genetically with ATP6	mitochondrion organization, protein complex biogenesis	unfolded protein binding	membrane, mitochondrial envelope, mitochondrion, cytoplasm	1890	mitochondrion	-	-	
16	D	11	YLR242C	ARV1	sterol homeostasis protein ARV1	Cortical ER protein; implicated in the membrane insertion of tail-anchored C-terminal single transmembrane domain proteins; may function in transport of glycosylphosphatidylinositol intermediates into the ER lumen; required for normal intracellular sterol distribution; human ARV1, required for normal cholesterol and bile acid homeostasis, can complement yeast arv1 null mutant; human variant causing early onset epileptic encephalopathy is unable to rescue the yeast null	lipid transport, lipid metabolic process, protein lipidation, endocytosis	molecular_function	cell cortex, endomembrane system, membrane, endoplasmic reticulum, Golgi apparatus, cytoplasm	-	-	-	-	
16	D	12	YKR030W	GMH1	MSG1	Golgi membrane protein of unknown function; interacts with Gea1p and Gea2p; required for localization of Gea2p; computational analysis suggests a possible role in either cell wall synthesis or protein-vacuolar targeting	other	molecular_function	membrane, endomembrane system, cytoplasm, Golgi apparatus	-	-	-	-	
16	D	13	YDR492W	IZH1	PAQR-type receptor	Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family; transcription is regulated directly by Zap1p, expression induced by zinc deficiency and fatty acids; deletion increases sensitivity to elevated zinc; IZH1 has a paralog, IZH4, that arose from the whole genome duplication	cellular ion homeostasis	molecular_function	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	technical problem	ER	-	-	
16	D	14	YOR115C	TRS33	-	Core component of TRAPP complexes I, II and IV; transport protein particle (TRAPP) complexes are related multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating ER-Golgi traffic (TRAPPI), intra-Golgi traffic (TRAPPII), endosome-Golgi traffic (TRAPPII and III) and autophagy (TRAPPIII, and IV); proposed subunit of a novel complex, TRAPPIV, that may function redundantly with TRAPPIII as a GEF that activates Ypt1 during autophagy	vacuole organization, organelle assembly, protein complex biogenesis, Golgi vesicle transport	molecular_function	cytoplasmic vesicle, endomembrane system, Golgi apparatus, cytoplasm	not visualized	punctate composite	-	-	
16	D	15	YJL133W	MRS3	Fe(2+) transporter	Iron transporter, mediates Fe2+ transport across inner mito membrane; mitochondrial carrier family member; active under low-iron conditions; may transport other cations; MRS3 has a paralog, MRS4, that arose from the whole genome duplication	RNA splicing, ion transport	transmembrane transporter activity	membrane, mitochondrion, cytoplasm	1360	mitochondrion	-	-	
16	D	16	YMR200W	ROT1	-	Molecular chaperone involved in protein folding in ER; mutation causes defects in cell wall synthesis and lysis of autophagic bodies, suppresses tor2 mutations, and is synthetically lethal with kar2-1 and with rot2 mutations; involved in N-linked glycosylation and O-mannosylation; transmembrane helix Ser250 is essential for Rot1p to interact with other membrane components and exert its functional role, avoiding exposure of Ser H-bonding group at lipid-exposed surface	cell budding, cytoskeleton organization, protein glycosylation, protein folding, cell wall organization or biogenesis	unfolded protein binding	endomembrane system, membrane, endoplasmic reticulum, cytoplasm	2360	ER	-	may have trouble growing up from this copy since (too) little caught up from Weissman lab copy	
16	D	17	YJL117W	PHO86	-	Endoplasmic reticulum (ER) resident protein; required for ER exit of the high-affinity phosphate transporter Pho84p, specifically required for packaging of Pho84p into COPII vesicles; protein abundance increases in response to DNA replication stress	Golgi vesicle transport, protein folding, ion transport, regulation of transport	unfolded protein binding	endomembrane system, endoplasmic reticulum, cytoplasm	not visualized	ER	-	-	
16	D	18	YER120W	SCS2	phosphatidylinositol-binding protein SCS2	Integral ER membrane protein, regulates phospholipid metabolism; one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connect ER to plasma membrane (PM) and regulate PI4P levels by controlling access of Sac1p phosphatase to substrate PI4P in the PM; interacts with FFAT motifs in Opi1p, Swh1p, Osh2p, and Osh3p; involved in telomeric silencing; VAP homolog; SCS2 has a paralog, SCS22, that arose from the whole genome duplication	chromatin organization, regulation of transport, lipid transport, lipid metabolic process, protein targeting, organelle inheritance, nuclear transport	ion binding, lipid binding	nucleus, plasma membrane, endomembrane system, cellular bud, membrane, site of polarized growth, endoplasmic reticulum, cytoplasm	3500	ER	-	-	
16	D	19	YOR065W	CYT1	ubiquinol--cytochrome-c reductase catalytic subunit CYT1|YOR29-16|CTC1	Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex	generation of precursor metabolites and energy, cellular respiration, nucleobase-containing small molecule metabolic process	other	mitochondrion, membrane, mitochondrial envelope, cytoplasm	39900	mitochondrion	-	-	
16	D	20	YGL053W	PRM8	pheromone-regulated DUP240 family protein PRM8	Pheromone-regulated protein; contains with 2 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; forms a complex with Prp9p in the ER; member of DUP240 gene family; PRM8 has a paralog, PRM9, that arose from a segmental duplication	biological_process	molecular_function	membrane, endomembrane system, endoplasmic reticulum, plasma membrane, cytoplasm	1250	ambiguous	-	-	
16	D	21	YKR104W	-	NFT1	Putative transporter of the MRP subfamily; contains a stop codon in S288C; adjacent ORFs YKR103W and YKR104W are merged in different strain backgrounds; MRP stands for multidrug resistance-associated protein	other	ATPase activity, hydrolase activity, transmembrane transporter activity	membrane	-	-	-	-	
16	D	22	YKR014C	YPT52	Rab family GTPase YPT52	Endosomal Rab family GTPase; required for vacuolar protein sorting, endocytosis and multivesicular body (MVB) biogenesis and sorting; required for localization of the CORVET complex to endosomes; involved in autophagy and ionic stress tolerance; similar to Vps21p and Ypt53p; mammalian Rab5 homolog; protein abundance increases in response to DNA replication stress	protein targeting, organelle assembly, vesicle organization, Golgi vesicle transport, endosomal transport, endocytosis	GTPase activity, hydrolase activity	cytoplasmic vesicle, endomembrane system, vacuole, membrane, cytoplasm	9380	"cytoplasm,nucleus"	-	-	
16	D	23	YNL194C	-	-	Integral membrane protein; required for sporulation and plasma membrane sphingolipid content; similar to SUR7; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; GFP-fusion protein is more abundant at MCCs (membrane compartment occupied by Can1) in the presence of glycerol and oleate; YNL194C has a paralog, FMP45, that arose from the whole genome duplication	meiotic cell cycle, sporulation	molecular_function	cell cortex, endomembrane system, membrane, endoplasmic reticulum, cytoplasm, plasma membrane	not visualized	cell periphery	-	-	
16	D	24	YEL001C	IRC22	-	Protein of unknown function; green fluorescent protein (GFP)-fusion localizes to the ER; YEL001C is non-essential; null mutant displays increased levels of spontaneous Rad52p foci	biological_process	molecular_function	endomembrane system, endoplasmic reticulum, cytoplasm	7110	ER	-	-	
16	E	1	YER064C	VHR2	-	Non-essential nuclear protein; null mutation has global effects on transcription; VHR2 has a paralog, VHR1, that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress	other	molecular_function	nucleus, cytoplasm	1730	nucleus	-	-	
16	E	2	YOR266W	PNT1	-	Mitochondrial integral inner membrane protein; involved in membrane insertion of C-terminus of Cox2p, interacts genetically and physically with Cox18p; deletion mutant sensitive to the anti-Pneumocystis carinii drug pentamidine	mitochondrion organization	molecular_function	membrane, mitochondrial envelope, mitochondrion, cytoplasm	1460	mitochondrion	-	-	
16	E	3	YEL036C	ANP1	MNN8|GEM3	Subunit of the alpha-1,6 mannosyltransferase complex; type II membrane protein; has a role in retention of glycosyltransferases in the Golgi; involved in osmotic sensitivity and resistance to aminonitrophenyl propanediol	protein glycosylation	transferase activity, transferring glycosyl groups, transferase activity	membrane, endomembrane system, cytoplasm, Golgi apparatus	not visualized	Golgi	-	-	
16	E	4	YNL323W	LEM3	ROS3|BRE3	Membrane protein of the plasma membrane and ER; interacts specifically in vivo with the phospholipid translocase (flippase) Dnf1p; involved in translocation of phospholipids and alkylphosphocholine drugs across the plasma membrane; null mutant requires tryptophan due to mislocalization of tryptophan permease Tat2p	vacuole organization, regulation of organelle organization, ion transport, lipid transport, signaling	hydrolase activity, ATPase activity	endomembrane system, membrane, endoplasmic reticulum, cytoplasm, plasma membrane	2460	ER	-	-	
16	E	5	YAL010C	MDM10	FUN37	Subunit of both the ERMES and the SAM complex; component of ERMES complex which acts as a molecular tether between the mitochondria and the ER, necessary for efficient phospholipid exchange between organelles and for mitophagy; SAM/TOB complex component that functions in the assembly of outer membrane beta-barrel proteins; involved in mitochondrial inheritance and morphology; ERMES complex is often co-localized with peroxisomes and concentrated areas of pyruvate dehydrogenase	protein targeting, mitochondrion organization, transmembrane transport, ion transport, protein complex biogenesis, lipid transport	molecular_function	endomembrane system, mitochondrion, membrane, mitochondrial envelope, endoplasmic reticulum, cytoplasm	768	mitochondrion	-	-	
16	E	6	YLR380W	CSR1	SFH2	Phosphatidylinositol transfer protein; has a potential role in regulating lipid and fatty acid metabolism under heme-depleted conditions; interacts specifically with thioredoxin peroxidase; may have a role in oxidative stress resistance; protein abundance increases in response to DNA replication stress	ion transport, monocarboxylic acid metabolic process, Golgi vesicle transport, lipid transport, lipid metabolic process	other	cytoplasmic vesicle, endomembrane system, mitochondrion, membrane, cytoplasm	9600	ambiguous	-	-	
16	E	7	YNR045W	PET494	-	Mitochondrial translational activator specific for the COX3 mRNA; acts together with Pet54p and Pet122p; located in the mitochondrial inner membrane	mitochondrial translation, regulation of translation, mitochondrion organization, regulation of organelle organization, protein complex biogenesis	other	mitochondrion, membrane, mitochondrial envelope, cytoplasm	450	mitochondrion	-	-	
16	E	8	YJL193W	-	-	Putative protein of unknown function; predicted to encode a triose phosphate transporter subfamily member based on phylogenetic analysis; similar to YOR307C/SLY41; deletion mutant has a respiratory growth defect	biological_process	molecular_function	membrane	-	-	-	-	
16	E	9	YGL038C	OCH1	LDB12|NGD29	Mannosyltransferase of the cis-Golgi apparatus; initiates the polymannose outer chain elongation of N-linked oligosaccharides of glycoproteins	protein glycosylation	transferase activity, transferring glycosyl groups, transferase activity	endomembrane system, cytoplasm, Golgi apparatus	9490	Golgi	-	-	
16	E	10	YJR075W	HOC1	alpha-1,6-mannosyltransferase	Alpha-1,6-mannosyltransferase; involved in cell wall mannan biosynthesis; subunit of a Golgi-localized complex that also contains Anp1p, Mnn9p, Mnn11p, and Mnn10p; identified as a suppressor of a cell lysis sensitive pkc1-371 allele	carbohydrate metabolic process, cell wall organization or biogenesis	transferase activity, transferring glycosyl groups, transferase activity	membrane, endomembrane system, cytoplasm, Golgi apparatus	7160	Golgi	-	-	
