Synced to SGD on Sat Jul  8 00:51:38 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	original p	original r 	original c	
4	L	24	YDL007W	RPT2	proteasome regulatory particle base subunit RPT2|YTA5|YHS4	ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; required for normal peptide hydrolysis by the core 20S particle; N-myristoylation of Rpt2p at Gly2 is involved in regulating the proper intracellular distribution of proteasome activity by controlling the nuclear localization of the 26S proteasome	RNA catabolic process, proteolysis involved in cellular protein catabolic process, protein complex biogenesis	ATPase activity, hydrolase activity	nucleus	13	F	12	-	
4	M	1	blank	blank	-	-	-	-	-	16	G	1	-	
4	M	2	blank	blank	-	-	-	-	-	15	G	1	-	
4	M	3	blank	blank	-	-	-	-	-	16	G	2	-	
4	M	4	blank	blank	-	-	-	-	-	15	G	2	-	
4	M	5	blank	blank	-	-	-	-	-	16	G	3	-	
4	M	6	blank	blank	-	-	-	-	-	15	G	3	-	
4	M	7	blank	blank	-	-	-	-	-	16	G	4	-	
4	M	8	blank	blank	-	-	-	-	-	15	G	4	-	
4	M	9	blank	blank	-	-	-	-	-	16	G	5	-	
4	M	10	blank	blank	-	-	-	-	-	15	G	5	-	
4	M	11	blank	blank	-	-	-	-	-	16	G	6	-	
4	M	12	blank	blank	-	-	-	-	-	15	G	6	-	
4	M	13	blank	blank	-	-	-	-	-	16	G	7	-	
4	M	14	blank	blank	-	-	-	-	-	15	G	7	-	
4	M	15	blank	blank	-	-	-	-	-	16	G	8	-	
4	M	16	blank	blank	-	-	-	-	-	15	G	8	-	
4	M	17	blank	blank	-	-	-	-	-	16	G	9	-	
4	M	18	blank	blank	-	-	-	-	-	15	G	9	-	
4	M	19	blank	blank	-	-	-	-	-	16	G	10	-	
4	M	20	blank	blank	-	-	-	-	-	15	G	10	-	
4	M	21	blank	blank	-	-	-	-	-	16	G	11	-	
4	M	22	blank	blank	-	-	-	-	-	15	G	11	-	
4	M	23	blank	blank	-	-	-	-	-	16	G	12	-	
4	M	24	blank	blank	-	-	-	-	-	15	G	12	-	
4	N	1	YLR314C	CDC3	septin CDC3	Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble with other septins into rod-like complexes that can associate with other rods to form filament polymers; septin rings at the mother-bud neck act as scaffolds for recruiting factors needed for cell division and as barriers to prevent diffusion of specific proteins between mother and daughter cells	mitotic cell cycle, cytoskeleton organization, organelle assembly, cytokinesis, protein complex biogenesis	lipid binding, structural molecule activity, ion binding	cell cortex, cytoskeleton, cell wall, cellular bud, membrane, site of polarized growth, cytoplasm	14	G	1	-	
4	N	2	YDL016C	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF CDC7/YDL153C, the catalytic subunit of a complex that regulates DNA replication	biological_process	molecular_function	cellular_component	13	G	1	-	
4	N	3	YLR336C	SGD1	-	Essential nuclear protein; required for biogenesis of the small ribosomal subunit; has a possible role in the osmoregulatory glycerol response; putative homolog of human NOM1 which is implicated in acute myeloid leukemia	ribosomal small subunit biogenesis, response to osmotic stress	molecular_function	nucleus, nucleolus	14	G	2	-	
4	N	4	YDL029W	ARP2	actin-related protein 2|ACT2	Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity; required for efficient Golgi-to-ER trafficking in COPI mutants	meiotic cell cycle, protein targeting, sporulation, mitochondrion organization, cytoskeleton organization, regulation of organelle organization, protein complex biogenesis, organelle inheritance, cell wall organization or biogenesis	hydrolase activity, ion binding, ATPase activity	cytoskeleton, mitochondrion, cytoplasm	13	G	2	-	
4	N	5	YLR339C	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the essential gene RPP0	biological_process	molecular_function	cellular_component	14	G	3	-	
4	N	6	YDL030W	PRP9	SF3a splicing factor complex subunit PRP9	Subunit of the SF3a splicing factor complex; required for spliceosome assembly; acts after the formation of the U1 snRNP-pre-mRNA complex	RNA splicing, mRNA processing	RNA binding	nucleus	13	G	3	-	
4	N	7	YLR397C	AFG2	AAA family ATPase AFG2|DRG1	ATPase of the CDC48/PAS1/SEC18 (AAA) family, forms a hexameric complex; is essential for pre-60S maturation and release of several preribosome maturation factors; releases Rlp24p from purified pre-60S particles in vitro; target of the ribosomal biosynthesis inhibitor diazaborine; may be involved in degradation of aberrant mRNAs	response to chemical, ribosomal large subunit biogenesis	ATPase activity, hydrolase activity	other	14	G	4	-	
4	N	8	YDL043C	PRP11	RNA11	Subunit of the SF3a splicing factor complex; required for spliceosome assembly	RNA splicing, mRNA processing	RNA binding	nucleus	13	G	4	-	
4	N	9	YLR409C	UTP21	rRNA-processing protein UTP21	Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; synthetic defect with STI1 Hsp90 cochaperone; human homolog linked to glaucoma; Small Subunit processome is also known as SSU processome	rRNA processing, ribosomal small subunit biogenesis	molecular_function	nucleus, nucleolus	14	G	5	-	
4	N	10	YDL045C	FAD1	FMN adenylyltransferase	Flavin adenine dinucleotide (FAD) synthetase; performs the second step in synthesis of FAD from riboflavin; mutation is functionally complemented by human FLAD1	cofactor metabolic process, nucleobase-containing small molecule metabolic process	transferase activity, nucleotidyltransferase activity	cytoplasm	13	G	5	-	
4	N	11	YLR440C	SEC39	DSL3	Component of the Dsl1p tethering complex; this complex interacts with ER SNAREs Sec20p and Use1p; mediates Sey1p-independent homotypic ER fusion; proposed to be involved in protein secretion; localizes to the ER and nuclear envelope	peroxisome organization, Golgi vesicle transport	molecular_function	peroxisome, nucleus, endomembrane system, membrane, endoplasmic reticulum, cytoplasm	14	G	6	-	
4	N	12	YDL055C	PSA1	mannose-1-phosphate guanylyltransferase|SRB1|VIG9|MPG1	GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure	protein glycosylation, cell wall organization or biogenesis	transferase activity, nucleotidyltransferase activity	cytoplasm	13	G	6	-	
4	N	13	YLR457C	NBP1	-	Spindle pole body (SPB) component; required for the insertion of the duplication plaque into the nuclear membrane during SPB duplication; essential for bipolar spindle formation; component of the Mps2p-Bbp1p complex; NBP1 has a paralog, YPR174C, that arose from the whole genome duplication	cytoskeleton organization	lipid binding	nucleus, cytoskeleton, microtubule organizing center, endomembrane system, membrane, cytoplasm	14	G	7	-	
4	N	14	YDL060W	TSR1	-	Protein required for processing of 20S pre-rRNA in the cytoplasm; associates with pre-40S ribosomal particles; inhibits the premature association of 60S subunits with assembling 40S subunits in the cytoplasm; similar to Bms1p; relocalizes from nucleus to cytoplasm upon DNA replication stress	rRNA processing, ribosomal small subunit biogenesis	other	nucleus, nucleolus, cytoplasm	13	G	7	-	
4	N	15	YLR458W	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 5' end of essential NBP1/YLR457C gene required for mitosis	biological_process	molecular_function	membrane	14	G	8	-	
4	N	16	YDL092W	SRP14	RNA-binding signal recognition particle subunit SRP14	Signal recognition particle (SRP) subunit; interacts with the RNA component of SRP to form the Alu domain, which is the region of SRP responsible for arrest of nascent chain elongation during membrane targeting; homolog of mammalian SRP14	protein targeting, transmembrane transport	RNA binding	cytoplasm	13	G	8	-	
4	N	17	YLR459W	GAB1	GPI-anchor transamidase subunit GAB1|CDC91	GPI transamidase subunit; involved in attachment of glycosylphosphatidylinositol (GPI) anchors to proteins; may have a role in recognition of the attachment signal or of the lipid portion of GPI	lipid metabolic process, protein lipidation	hydrolase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	14	G	9	-	
4	N	18	YDL102W	POL3	DNA-directed DNA polymerase delta POL3|CDC2|TEX1|HPR6	Catalytic subunit of DNA polymerase delta; required for chromosomal DNA replication during mitosis and meiosis, intragenic recombination, repair of double strand DNA breaks, and DNA replication during nucleotide excision repair (NER)	RNA catabolic process, DNA replication	transferase activity, nucleotidyltransferase activity, nuclease activity, hydrolase activity	nucleus, chromosome	13	G	9	-	
4	N	19	YML043C	RRN11	-	Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p	transcription from RNA polymerase I promoter, DNA-templated transcription, initiation	nucleic acid binding transcription factor activity, DNA binding, transcription factor activity, protein binding, transcription factor binding	nucleus, nucleolus	14	G	10	-	
4	N	20	YDL105W	NSE4	Smc5-Smc6 complex subunit NSE4|QRI2	Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair	DNA repair, cellular response to DNA damage stimulus	transferase activity	nucleus, chromosome	13	G	10	-	
4	N	21	BLANK	BLANK	-	-	-	-	-	14	G	11	-	
4	N	22	YDL108W	KIN28	TFIIH complex serine/threonine-protein kinase subunit KIN28	Serine/threonine protein kinase, subunit of transcription factor TFIIH; involved in transcription initiation at RNA polymerase II promoters; phosphorylates Ser5 residue of the PolII C-terminal domain (CTD) at gene promoters; relocalizes to the cytosol in response to hypoxia	transcription from RNA polymerase I promoter, protein phosphorylation, mRNA processing, transcription from RNA polymerase II promoter, DNA-templated transcription, elongation	kinase activity, transferase activity, transcription factor activity, protein binding	nucleus, cytoplasm	13	G	11	-	
4	N	23	BLANK	BLANK	-	-	-	-	-	14	G	12	-	
4	N	24	YDL111C	RRP42	exosome non-catalytic core subunit RRP42	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp42p (EXOSC7)	RNA catabolic process, snoRNA processing, rRNA processing	molecular_function	nucleus, cytoplasm	13	G	12	-	
4	O	1	blank	blank	-	-	-	-	-	16	H	1	-	
4	O	2	blank	blank	-	-	-	-	-	15	H	1	-	
4	O	3	blank	blank	-	-	-	-	-	16	H	2	-	
4	O	4	blank	blank	-	-	-	-	-	15	H	2	-	
4	O	5	blank	blank	-	-	-	-	-	16	H	3	-	
4	O	6	blank	blank	-	-	-	-	-	15	H	3	-	
4	O	7	blank	blank	-	-	-	-	-	16	H	4	-	
4	O	8	blank	blank	-	-	-	-	-	15	H	4	-	
4	O	9	blank	blank	-	-	-	-	-	16	H	5	-	
4	O	10	blank	blank	-	-	-	-	-	15	H	5	-	
4	O	11	blank	blank	-	-	-	-	-	16	H	6	-	
4	O	12	blank	blank	-	-	-	-	-	15	H	6	-	
4	O	13	blank	blank	-	-	-	-	-	16	H	7	-	
4	O	14	blank	blank	-	-	-	-	-	15	H	7	-	
4	O	15	blank	blank	-	-	-	-	-	16	H	8	-	
4	O	16	blank	blank	-	-	-	-	-	15	H	8	-	
4	O	17	blank	blank	-	-	-	-	-	16	H	9	-	
4	O	18	blank	blank	-	-	-	-	-	15	H	9	-	
4	O	19	blank	blank	-	-	-	-	-	16	H	10	-	
4	O	20	blank	blank	-	-	-	-	-	15	H	10	-	
4	O	21	blank	blank	-	-	-	-	-	16	H	11	-	
4	O	22	blank	blank	-	-	-	-	-	15	H	11	-	
4	O	23	blank	blank	-	-	-	-	-	16	H	12	-	
4	O	24	blank	blank	-	-	-	-	-	15	H	12	-	
4	P	1	YML130C	ERO1	ER oxidoreductin	Thiol oxidase required for oxidative protein folding in the ER; essential for maintaining ER redox balance; feedback regulated via reduction and oxidation of regulatory bonds; reduced Pdi1p activates Ero1p by direct reduction of Ero1p regulatory bonds; depletion of thiol substrates and accumulation of oxidized Pdi1p results in inactivation of Ero1p by both Pdi1p-mediated oxidation and autonomous oxidation of Ero1p regulatory bonds; ero1-1 mutation complemented by human ERO1L	protein folding	isomerase activity, oxidoreductase activity	endomembrane system, endoplasmic reticulum, cytoplasm	14	H	1	-	
4	P	2	YDL120W	YFH1	ferroxidase	Mitochondrial matrix iron chaperone; oxidizes and stores iron; interacts with Isu1p to promote Fe-S cluster assembly; mutation results in multiple Fe/S-dependent enzyme deficiencies; human frataxin homolog FXN is mutated in Friedrich's ataxia; human FTL gene can complement yeast yfh1 null mutant	cofactor metabolic process, cellular ion homeostasis	ion binding, oxidoreductase activity	mitochondrion, cytoplasm	13	H	1	-	
4	P	3	YMR001C	CDC5	polo kinase CDC5|PKX2|MSD2	Polo-like kinase; controls targeting and activation of Rho1p at cell division site via Rho1p guanine nucleotide exchange factors; regulates Spc72p; also functions in adaptation to DNA damage during meiosis; regulates the shape of the nucleus and expansion of the nuclear envelope during mitosis; similar to Xenopus Plx1 and S. pombe Plo1p; human homologs PLK1, PLK3 can each complement yeast cdc5 thermosensitive mutants	mitotic cell cycle, meiotic cell cycle, organelle fission, cytoskeleton organization, DNA recombination, protein phosphorylation, regulation of organelle organization, organelle assembly, chromosome segregation, regulation of cell cycle, nucleus organization	kinase activity, transferase activity, enzyme regulator activity, DNA binding	nucleus, cytoskeleton, chromosome, cellular bud, site of polarized growth	14	H	2	-	
4	P	4	YDL139C	SCM3	-	Nonhistone component of centromeric chromatin; binds to histone H3 variant, Cse4p, and recruits it to centromeres; involved in the assembly and maintenance of Cse4-H4 at centromeres; required for kinetochore assembly and G2/M progression; may protect Cse4p from ubiquitination; homolog of mammalian HJURP	mitotic cell cycle, organelle assembly, proteolysis involved in cellular protein catabolic process, protein complex biogenesis, chromosome segregation, regulation of protein modification process, protein modification by small protein conjugation or removal	chromatin binding	nucleus, chromosome, cytoplasm	13	H	2	-	
4	P	5	YMR028W	TAP42	-	Essential protein involved in the TOR signaling pathway; physically associates with the protein phosphatase 2A and the SIT4 protein phosphatase catalytic subunits	transcription from RNA polymerase I promoter, signaling	molecular_function	membrane, cytoplasm	14	H	3	-	
4	P	6	YDL143W	CCT4	chaperonin-containing T-complex subunit CCT4|ANC2|TCP4	Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo	protein folding	unfolded protein binding	cytoplasm	13	H	3	-	
4	P	7	YMR047C	NUP116	FG-nucleoporin NUP116|NSP116	FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog, NUP100, that arose from the whole genome duplication	protein targeting, ribosomal subunit export from nucleus, nucleobase-containing compound transport, nuclear transport, nucleus organization	structural molecule activity	nucleus, endomembrane system, membrane	14	H	4	-	
